LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
10100,60200,74000,DebtCon,Other,4,,4,128.8666667,5,24,
4500,66517,87000,DebtCon,ProfExe,10,0,4,125.8,0,34,
14100,43927,60000,DebtCon,Other,0,0,0,0,12,8,
18900,,75252,DebtCon,,,,,,,,42.91960497
13900,77699,92587,DebtCon,Other,13,0,2,134.6335792,0,36,39.19614946
5000,71571,85100,DebtCon,ProfExe,1.4,0,1,82.13333333,0,13,
15600,74156,101136,DebtCon,Mgr,11,0,3,107.3884676,0,24,27.69600093
47800,47354,119244,DebtCon,Other,,0,1,128.0510907,0,21,
16500,65900,87000,DebtCon,Other,26,0,3,109.5666667,5,35,
19400,86219,126904,HomeImp,Other,0,0,0,,0,0,34.48084978
4000,7000,16020,HomeImp,Other,18,0,1,85.8,2,23,
2900,61962,70915,DebtCon,Mgr,2,0,0,282.8016592,3,37,49.20639579
1500,,,,,,,,,,,
8000,47306,68350,HomeImp,Other,9,0,0,82.63333333,0,20,
2000,20627,29800,HomeImp,Office,11,0,1,122.5333333,1,9,
6000,65000,94355,,Other,26,1,3,69.3,1,34,
6000,179397,200000,DebtCon,ProfExe,5,6,0,90.3,6,29,
7500,59000,72000,HomeImp,Office,5,0,3,295.8666667,0,19,
13300,60014,75695,DebtCon,Sales,1,0,,182.0643734,1,20,40.20667111
4700,26900,45000,HomeImp,ProfExe,9,1,2,90.46666667,1,16,
5000,22320,34900,HomeImp,Other,10,0,0,65.7,1,5,
3200,48603,61000,HomeImp,ProfExe,28,0,4,122.0333333,1,25,
10000,86000,111000,DebtCon,Other,6.5,0,1,91.96666667,3,17,
20200,82181,119535,DebtCon,Office,41,0,0,105.2192968,3,28,52.73486061
20000,27900,,HomeImp,Mgr,21,,,,,,
7500,,71799,HomeImp,Mgr,4,0,3,177.5,0,22,
12300,24552,48278,DebtCon,Other,0,0,0,171.0751046,0,16,29.29955094
18800,67666,167619,HomeImp,ProfExe,14,0,0,135.9518082,1,11,47.59052865
7700,14589,33100,DebtCon,Other,3,0,7,122.0666667,0,22,
15000,109000,155000,DebtCon,Office,0,3,2,105.5,1,28,
12000,48189,53969,DebtCon,Other,5,0,0,276.3817427,0,18,65.49524315
27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.6276594
25000,82000,128325,DebtCon,Mgr,,0,1,10.13333333,,41,
7500,60000,87830,HomeImp,Other,5,0,0,153.2666667,2,16,
10000,42321,53800,DebtCon,Other,4,0,0,275.9,0,19,
38900,120006,160771,HomeImp,ProfExe,13,0,0,137.6353734,0,40,46.70158524
26600,62895,103000,DebtCon,Self,1,0,5,187.4666667,2,34,
7200,,76723,HomeImp,Other,10,0,0,70.19389019,0,11,41.25070626
6500,60054,70434,HomeImp,Other,1,0,0,127.0627016,2,21,37.80035293
8900,147801,157335,HomeImp,Other,4,0,0,85.57486576,4,21,34.75656038
10000,48300,74600,,Other,14,0,1,179.1,2,31,
32400,103000,149500,DebtCon,Mgr,12,1,0,88.23333333,2,38,
5000,100000,129693.5,HomeImp,Mgr,13,,,,,,
15000,54294,85460,DebtCon,Other,18,0,3,118.6666667,1,23,
11000,49000,66922,DebtCon,Other,11,0,2,91,3,32,
8000,49685,81020,HomeImp,Other,2,0,3,129.3624659,0,15,47.00097522
20500,106839,144460,DebtCon,Other,13,1,1,107.6713817,4,49,39.68708944
13500,80223,108491,DebtCon,ProfExe,4,0,4,127.8,2,27,
15000,82000,130000,DebtCon,Mgr,18,0,5,122.7333333,10,19,
6900,5816,,HomeImp,Mgr,23,0,2,67.8,1,18,
2400,18000,,HomeImp,Mgr,22,,2,121.7333333,0,10,
3900,14500,22092,HomeImp,Other,3.5,0,1,150.3,5,8,
50000,80286,145000,DebtCon,Other,12,,1,178.7665994,0,35,
26100,73525,,DebtCon,Office,3,1,,106.6522984,0,6,22.50817251
11500,67000,83000,DebtCon,ProfExe,4,,,,,,
13500,70000,93500,DebtCon,Sales,25,0,0,250.6333333,0,46,
4700,49100,58238,HomeImp,ProfExe,0.1,0,0,61.8,2,17,
9600,42357,99756,HomeImp,Office,4,1,4,354.650225,0,30,36.52517293
7500,33600,50125,DebtCon,Other,2,0,0,146.9333333,0,18,
10800,24182,39750,DebtCon,ProfExe,2,0,0,176.8333333,0,36,
6000,,95500,HomeImp,Mgr,6,1,2,129.9,1,22,
17000,170636,188899,DebtCon,,1,4,0,67.40828497,1,13,44.7515722
15000,34200,38900,DebtCon,Other,9.2,0,0,170.7,4,21,
11700,51600,72399,HomeImp,Other,15,0,1,125.36337,4,20,
26000,154000,190000,,Other,0,0,4,171.4333333,3,58,
15000,38000,73200,DebtCon,Other,6,0,0,171.3,0,17,
43300,,45924,DebtCon,Other,,1,1,207.3007302,0,17,33.67894598
5000,,132000,HomeImp,Other,17.5,0,2,121.9,0,14,
30100,92249,,HomeImp,Office,2,1,0,180.6801536,0,21,31.08912029
5700,77213,92661,DebtCon,Sales,0,0,0,97.13317095,1,16,41.77788863
16000,70000,87400,DebtCon,Office,18,,3,145.8666667,3,18,
14500,69115,98900,DebtCon,Other,18,0,0,177.8666667,,11,
27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.22776308
12300,78000,101200,HomeImp,Other,0.4,0,0,145.0666667,1,19,
16100,33209,52000,DebtCon,Other,8,0,0,91.3,1,15,
2400,28000,40800,HomeImp,Mgr,12,0,0,67.2,2,22,
42400,220757,297444,DebtCon,ProfExe,30,0,0,237.5898022,1,25,44.47109904
15000,49200,72900,DebtCon,Other,10,0,0,174.0332996,1,16,
17300,73503,91842,DebtCon,Other,0,0,6,142.3320756,1,32,46.90232438
13000,43744,60000,DebtCon,Self,22,0,1,21.26666667,1,15,
5000,63125,126500,HomeImp,Office,3,0,0,100.3,0,14,
18600,23850,61808,HomeImp,Other,12,0,0,46.94616405,0,8,40.8529275
45100,67552,128659,HomeImp,Other,10,0,0,83.32311342,0,13,43.87407943
29000,149900,201000,,Self,5,4,4,131.9333333,1,29,
8900,62733,77741,DebtCon,Mgr,8,0,0,68.89009617,3,17,37.77330059
27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
16400,48700,72500,DebtCon,Other,,0,1,127.3,1,39,
9500,36114,45654,DebtCon,Office,0,0,0,83.33329177,0,9,25.34347845
9000,31896,46195,HomeImp,Other,25,0,2,122.3891553,3,16,36.68165215
11900,54867,79000,HomeImp,Mgr,1,0,0,182.6,2,23,
9700,32660,54536,DebtCon,Office,0,0,0,156.4821057,0,13,67.32490355
16500,94403,,DebtCon,Office,9,0,1,217.7868414,0,19,
13400,5900,55320,HomeImp,Other,3,2,2,234.0218164,3,16,19.089301
19500,100077,122352,DebtCon,Office,3,0,0,58.86102746,0,9,38.12151833
8900,60782,100000,HomeImp,ProfExe,14,0,8,129.8666667,0,36,
13000,47000,60000,HomeImp,Self,1,0,0,,3,12,
17300,73000,95000,DebtCon,Other,5,2,1,90.3,6,30,
36800,125894,172184,DebtCon,Office,11,0,1,214.7311603,1,33,43.84754372
11000,53700,68000,DebtCon,Mgr,6,0,0,101.5,0,13,
3000,7000,20300,HomeImp,Other,3,0,0,50.8,5,9,
17100,32134,69131,DebtCon,Other,3,0,0,209.1988005,0,6,38.632967
18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.27229752
15500,38900,60500,DebtCon,Other,8,7,4,95.9,2,53,
18700,70562,91223,DebtCon,Other,27,0,2,112.7103681,4,35,64.2724769
6000,9660,35900,DebtCon,Other,8,0,1,136.3,3,6,
38000,24447,,DebtCon,Office,3,0,4,134.9,2,25,
15100,45351,65481,DebtCon,Other,4,0,0,91.71529252,9,18,39.07015305
7000,46000,66660,DebtCon,Office,1,0,1,138.2333333,0,9,
11100,52900,91741,HomeImp,Other,,1,1,93.1103527,,8,40.76145307
33000,153000,164000,DebtCon,Office,9,0,0,117.6666667,4,32,
12800,81030,100333,DebtCon,Mgr,11,0,1,80.14894304,4,29,42.31937039
16200,118585,131940,DebtCon,Sales,5,0,0,202.3851699,2,40,23.97711222
33100,111917,156552,DebtCon,Mgr,12,0,0,107.2948996,2,37,41.44154866
12300,73099,84250,DebtCon,ProfExe,4,,,,,,40.22228314
9500,54612,68759,HomeImp,Other,9,0,0,89.10283861,0,19,31.35390694
8000,61000,90450,HomeImp,Other,4,2,1,139.8666667,0,9,
77400,87651,224630,HomeImp,Self,9,0,2,73.46963001,3,13,40.92979326
15000,,27500,HomeImp,Other,11,1,1,62.3,2,3,
50400,168561,244322,DebtCon,Office,16,0,1,184.5232854,3,47,47.41737605
21900,108000,144940,DebtCon,Other,13,0,0,260.7666667,1,22,
9000,52257,58275,DebtCon,Sales,5,0,0,80.25180099,0,21,34.14472595
5800,27791,46833,DebtCon,Mgr,3,0,0,83.28906275,1,13,30.18780539
16000,83200,,DebtCon,ProfExe,0.6,0,0,318.5666667,9,27,
11000,45000,63775,DebtCon,Other,14,0,0,173.1666667,0,18,
6900,37055,83000,HomeImp,Sales,1,0,0,122.2666667,2,43,
25000,46451,89600,DebtCon,Office,10,1,2,95.36666667,2,15,
4000,26572,31960,HomeImp,Office,11,0,0,117.7951039,0,8,41.28649195
38700,119847,162365,HomeImp,ProfExe,13,0,0,149.8027955,0,39,47.91511242
20300,77325,133075,DebtCon,Office,19,1,0,166.1260891,4,21,40.73602194
5000,40000,70500,HomeImp,Mgr,0.4,0,0,61.76666667,2,8,
46300,39800,41600,DebtCon,Other,,0,0,111.6,1,3,
8800,50000,68000,DebtCon,Other,19,0,0,108.9,0,16,
19000,24658,47027,HomeImp,Mgr,19,0,0,159.1052252,4,31,53.54819585
65500,205156,290239,DebtCon,ProfExe,2,0,0,98.80820562,1,21,144.1890013
9900,21400,36600,DebtCon,Self,2,0,0,154.2,2,26,
6100,62751,95617,HomeImp,Other,1,0,0,138.6468632,1,13,31.75727069
6300,65875,76000,DebtCon,Mgr,0.8,2,0,84,1,12,
8800,2800,18361,HomeImp,Other,2,3,1,107.7666667,4,3,
2000,32700,46740,HomeImp,Other,3,0,2,216.9333333,1,12,
11600,45917,60000,DebtCon,Other,10,0,1,304.3666667,3,27,
6500,96314,105800,HomeImp,ProfExe,27,0,0,475.8,2,40,
15000,6124,35000,HomeImp,Other,1.5,1,0,91.26666667,0,5,
25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.02885642
3600,48507,61000,DebtCon,Office,13,1,4,97.4,0,17,
20300,180254,220843,HomeImp,ProfExe,11,0,0,217.1281672,0,25,41.56310065
25000,90000,128000,DebtCon,Other,10,1,1,73.03333333,5,40,
12200,53242,70400,DebtCon,Other,14,0,0,169.9306635,0,18,34.62942766
7200,46000,67000,DebtCon,Other,24,0,0,142,1,14,
5600,5000,66700,HomeImp,Other,31,1,1,204.0666667,0,11,
6200,,,DebtCon,Self,3,,,80.5,2,17,
16100,61712,82649,DebtCon,Other,12,0,0,94.6451236,0,9,27.5488312
2500,15000,20200,HomeImp,,18,0,0,136.0666667,1,19,
23300,103783,132612,DebtCon,Sales,1,0,,120.3479666,0,19,203.3121487
11900,52814,72000,DebtCon,Other,12,0,0,123.6,0,20,
20000,161000,204000,DebtCon,ProfExe,5,3,7,205.9333333,5,25,
18900,17800,40798,DebtCon,Office,6,2,0,167.4666667,2,16,
25600,105480,126389,DebtCon,Mgr,25,0,2,307.4029037,2,35,36.76382417
25000,86000,,DebtCon,Other,14,1,0,144.0333333,2,40,
10600,61294,82646,DebtCon,ProfExe,5,0,4,87.85916929,2,13,36.39514815
15000,54000,72865,DebtCon,Office,2.9,0,1,145.1,1,15,
45000,47321,115000,DebtCon,Other,,0,1,130.3,0,22,
1300,70053,68400,HomeImp,Other,7,0,2,121.8333333,0,14,
15200,105328,113931,HomeImp,ProfExe,3,0,0,138.1335045,2,32,61.89063458
22400,25585,54049,,ProfExe,20,0,0,251.358003,0,19,25.20270637
21800,76324,102287,DebtCon,Office,6,0,1,61.64132538,4,29,41.03238603
6300,59793,98314,DebtCon,Self,2.2,0,0,120.7333333,0,8,
18400,88352,110216,HomeImp,Other,1,0,0,376.7236428,3,31,47.83067113
4900,44000,59745,HomeImp,Other,10,0,0,81.5,3,13,
7000,64300,119500,HomeImp,Other,1,1,0,54.83333333,0,8,
3000,,33000,HomeImp,Other,1,0,1,23.3,1,2,
4000,,80609,HomeImp,Other,1.5,0,2,126.5333333,3,12,
15000,62674,76950,HomeImp,Mgr,8,1,5,249.5333333,0,31,
10000,66399,78000,,ProfExe,0.9,0,0,112.6,0,15,
16500,43223,46925,DebtCon,Other,10,0,0,178.0023834,4,20,40.20633377
11000,41000,63450,HomeImp,Other,2.9,,,,,,
9000,31170,50725,DebtCon,Other,16,0,0,93.06666667,0,18,
12000,,,HomeImp,Other,19,0,8,195.8333333,0,13,
15400,63456,96794,DebtCon,ProfExe,3,0,0,85.52936247,0,28,37.362645
6000,,,HomeImp,Office,13,,2,122.7666667,,23,
6000,47625,85925,HomeImp,Office,0.1,2,1,154.1333333,4,26,
13000,137618,159000,DebtCon,ProfExe,9,2,6,106.5333333,6,37,
14900,55480,76464,HomeImp,Other,15,0,1,122.0894998,5,20,43.06260476
16600,42259,,DebtCon,Other,1.5,1,3,209.9666667,0,20,
20000,87800,163800,,Mgr,14,2,6,244.0666667,,25,
13900,103030,114131,DebtCon,Mgr,3,0,0,,0,0,38.39422244
42000,65889,125000,HomeImp,Other,10,0,0,102.5,1,13,
25000,74800,105000,DebtCon,Mgr,10,0,5,163.3,2,46,
17200,74402,,DebtCon,ProfExe,13,0,1,115.3530306,4,34,41.35903633
12500,53060,67500,DebtCon,Office,16,0,5,183.6333333,0,15,
13300,45860,63500,HomeImp,ProfExe,7,0,0,127.7666667,4,9,
2400,50000,73395,HomeImp,ProfExe,5,1,0,,1,0,
21200,70000,101250,DebtCon,Other,1,1,0,43.6,7,49,
4900,65576,65774,HomeImp,Other,6,1,2,61.64250608,1,14,40.59091002
39400,162000,235000,DebtCon,Mgr,10,3,4,77.1,0,21,
19700,139534,172125,DebtCon,Other,0,0,0,101.9435185,6,17,32.76108398
25000,175225,211000,DebtCon,ProfExe,13,1,2,148.1333333,4,53,
15500,26452,43900,DebtCon,Mgr,21,1,2,215.0666667,0,19,
2000,22608,,,,18,,,,,,
14000,,28992,HomeImp,Other,,0,0,342.0666667,2,14,
5900,106650,,DebtCon,Mgr,1,0,6,250.5666667,4,23,
11900,58104,77870,HomeImp,Other,7,0,0,69.43333333,1,19,
20800,176235,209695,DebtCon,Other,9,3,0,159.7067703,0,25,38.59193997
10500,55267,65160,DebtCon,Other,1,0,0,108.2754232,8,22,47.07928537
23200,14511,81579,DebtCon,Other,7,0,3,272.938299,0,23,47.12058049
44000,55604,101916,DebtCon,Other,3,0,1,194.2349529,2,37,43.33855659
7000,38800,53500,HomeImp,ProfExe,15,0,0,96.36666667,0,18,
9100,17218,36721,DebtCon,Other,8,0,1,115.7520933,3,5,37.47941029
13300,25698,58760,HomeImp,Self,15,0,0,147.9109824,1,10,30.96207665
5700,70000,84579,DebtCon,Sales,0.1,0,0,95.9,1,17,
13900,56710,59348,HomeImp,Other,14,2,1,176.5303274,0,39,24.39371452
5000,46696,85202,HomeImp,Other,2,1,2,148.3406455,0,14,46.489874
11000,49000,68000,HomeImp,Other,2,2,3,9.1,3,15,
8300,10000,63775,HomeImp,Other,0,0,0,200.8666667,0,14,
10200,69116,105228,HomeImp,ProfExe,12,0,8,122.8439512,0,36,36.12288591
13600,70000,88000,DebtCon,Mgr,16,0,0,,0,0,
13400,131524,148356,DebtCon,Other,4,1,0,110.7417416,2,29,48.34023474
10000,57238,101500,DebtCon,ProfExe,10,0,0,106.8333333,0,36,
29000,72478,113000,DebtCon,Other,1.5,0,6,114.6666667,4,12,
12000,48786,89800,HomeImp,ProfExe,29.9,0,5,220.1333333,1,16,
11000,60513,110485,DebtCon,Mgr,3,1,1,126.7719289,1,17,40.03139332
15600,63500,80000,DebtCon,Sales,0.2,3,0,104.5666667,2,20,
9000,52311,68994,DebtCon,Office,0,0,1,137.7840036,0,9,28.45471286
7100,39000,55000,,Other,12,0,1,192.7666667,2,31,
12000,75373,102602,HomeImp,Other,6,2,0,99.36666667,0,21,
10000,31253,65450,DebtCon,Other,21,0,0,172.0333333,0,16,
40000,76769,129000,DebtCon,Sales,30,0,0,286.3,2,35,
20300,66667,92158,DebtCon,ProfExe,9,3,1,174.8921056,2,64,40.545681
15100,,,,,0,0,0,,0,0,
11800,67678,108092,HomeImp,ProfExe,13,0,7,126.6582316,0,36,37.16268969
29500,118000,169900,DebtCon,Mgr,8,0,0,138.9666667,1,23,
17900,96450,135822,HomeImp,ProfExe,6,0,1,90.3,6,5,
10000,186000,225750,HomeImp,ProfExe,2,0,0,75.86666667,,5,
29900,22000,,DebtCon,Other,2,2,0,81.13333333,11,10,
13700,74147,92427,DebtCon,Other,7,0,3,181.3057998,0,33,39.27246634
10000,75000,103600,HomeImp,Mgr,17.6,0,0,171.4333333,0,24,
17000,52700,78000,DebtCon,Other,2,0,0,62.9,0,10,
9800,36500,54000,HomeImp,Other,17,0,1,105.6666667,5,19,
